ord,date,ADCO,OPTARIF,ISOUSC,HCHC,HCHP,PTEC,IINST,IMAX,TENSION,PAPP,HHPHC,MOTDETAT
1944,2017-05-22 01:11:37.634284,030422000048,HC..,30,036461184,039723683,HC..,001,031,240,00180,A,000000
1945,2017-05-22 01:11:39.844235,030422000048,HC..,30,036461184,039723683,HC..,001,031,240,00180,A,000000
1946,2017-05-22 01:11:42.054661,030422000048,HC..,30,036461184,039723683,HC..,001,031,240,00180,A,000000
1947,2017-05-22 01:11:44.264600,030422000048,HC..,30,036461185,039723683,HC..,001,031,240,00190,A,000000
1948,2017-05-22 01:11:46.474519,030422000048,HC..,30,036461185,039723683,HC..,001,031,240,00190,A,000000
1949,2017-05-22 01:11:48.684726,030422000048,HC..,30,036461185,039723683,HC..,001,031,240,00180,A,000000
1950,2017-05-22 01:11:50.894699,030422000048,HC..,30,036461185,039723683,HC..,001,031,240,00190,A,000000
1951,2017-05-22 01:11:53.104917,030422000048,HC..,30,036461185,039723683,HC..,001,031,240,00200,A,000000
1952,2017-05-22 01:11:55.315163,030422000048,HC..,30,036461185,039723683,HC..,001,031,240,00190,A,000000
1953,2017-05-22 01:11:57.525507,030422000048,HC..,30,036461185,039723683,HC..,001,031,240,00180,A,000000
1954,2017-05-22 01:11:59.735552,030422000048,HC..,30,036461185,039723683,HC..,001,031,240,00180,A,000000
1955,2017-05-22 01:12:01.945328,030422000048,HC..,30,036461185,039723683,HC..,001,031,240,00180,A,000000
1956,2017-05-22 01:12:04.156035,030422000048,HC..,30,036461185,039723683,HC..,001,031,240,00180,A,000000
1957,2017-05-22 01:12:06.365765,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00180,A,000000
1958,2017-05-22 01:12:08.575860,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00180,A,000000
1959,2017-05-22 01:12:10.785702,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00190,A,000000
1960,2017-05-22 01:12:12.996308,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00180,A,000000
1961,2017-05-22 01:12:15.206369,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00190,A,000000
1962,2017-05-22 01:12:17.416257,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00180,A,000000
1963,2017-05-22 01:12:19.626722,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00180,A,000000
1964,2017-05-22 01:12:21.836564,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00180,A,000000
1965,2017-05-22 01:12:24.047350,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00180,A,000000
1966,2017-05-22 01:12:26.256668,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00190,A,000000
1967,2017-05-22 01:12:28.467558,030422000048,HC..,30,036461186,039723683,HC..,001,031,240,00200,A,000000
1968,2017-05-22 01:12:30.677350,030422000048,HC..,30,036461187,039723683,HC..,001,031,240,00180,A,000000
1969,2017-05-22 01:12:32.887188,030422000048,HC..,30,036461187,039723683,HC..,001,031,240,00180,A,000000
1970,2017-05-22 01:12:35.097708,030422000048,HC..,30,036461187,039723683,HC..,001,031,240,00190,A,000000
1971,2017-05-22 01:12:37.307603,030422000048,HC..,30,036461187,039723683,HC..,001,031,240,00190,A,000000
1972,2017-05-22 01:12:39.517709,030422000048,HC..,30,036461187,039723683,HC..,001,031,240,00190,A,000000
1973,2017-05-22 01:12:41.728259,030422000048,HC..,30,036461187,039723683,HC..,001,031,240,00180,A,000000
1974,2017-05-22 01:12:43.938420,030422000048,HC..,30,036461187,039723683,HC..,001,031,240,00180,A,000000
1975,2017-05-22 01:12:46.148395,030422000048,HC..,30,036461187,039723683,HC..,001,031,240,00180,A,000000
1976,2017-05-22 01:12:48.358228,030422000048,HC..,30,036461187,039723683,HC..,001,031,240,00190,A,000000
1977,2017-05-22 01:12:50.568606,030422000048,HC..,30,036461187,039723683,HC..,001,031,240,00190,A,000000
1978,2017-05-22 01:12:52.778434,030422000048,HC..,30,036461188,039723683,HC..,001,031,240,00180,A,000000
1979,2017-05-22 01:12:54.988660,030422000048,HC..,30,036461188,039723683,HC..,001,031,240,00180,A,000000
1980,2017-05-22 01:12:57.198925,030422000048,HC..,30,036461188,039723683,HC..,001,031,240,00180,A,000000
1981,2017-05-22 01:12:59.409216,030422000048,HC..,30,036461188,039723683,HC..,001,031,240,00180,A,000000
1982,2017-05-22 01:13:01.619215,030422000048,HC..,30,036461188,039723683,HC..,001,031,240,00180,A,000000
1983,2017-05-22 01:13:03.829209,030422000048,HC..,30,036461188,039723683,HC..,001,031,240,00180,A,000000
1984,2017-05-22 01:13:06.039751,030422000048,HC..,30,036461188,039723683,HC..,001,031,240,00190,A,000000
1985,2017-05-22 01:13:08.249469,030422000048,HC..,30,036461188,039723683,HC..,001,031,240,00190,A,000000
1986,2017-05-22 01:13:10.459780,030422000048,HC..,30,036461188,039723683,HC..,001,031,241,00190,A,000000
1987,2017-05-22 01:13:12.669487,030422000048,HC..,30,036461188,039723683,HC..,001,031,241,00190,A,000000
1988,2017-05-22 01:13:14.880008,030422000048,HC..,30,036461189,039723683,HC..,001,031,240,00180,A,000000
1989,2017-05-22 01:13:17.090166,030422000048,HC..,30,036461189,039723683,HC..,001,031,240,00190,A,000000
1990,2017-05-22 01:13:19.299986,030422000048,HC..,30,036461189,039723683,HC..,001,031,240,00180,A,000000
1991,2017-05-22 01:13:21.510310,030422000048,HC..,30,036461189,039723683,HC..,001,031,241,00190,A,000000
1992,2017-05-22 01:13:23.720216,030422000048,HC..,30,036461189,039723683,HC..,001,031,241,00190,A,000000
1993,2017-05-22 01:13:25.931218,030422000048,HC..,30,036461189,039723683,HC..,001,031,241,00180,A,000000
1994,2017-05-22 01:13:28.140985,030422000048,HC..,30,036461189,039723683,HC..,001,031,241,00190,A,000000
1995,2017-05-22 01:13:30.351080,030422000048,HC..,30,036461189,039723683,HC..,001,031,241,00190,A,000000
1996,2017-05-22 01:13:32.561138,030422000048,HC..,30,036461189,039723683,HC..,001,031,241,00180,A,000000
1997,2017-05-22 01:13:34.770924,030422000048,HC..,30,036461189,039723683,HC..,001,031,241,00190,A,000000
1998,2017-05-22 01:13:36.981600,030422000048,HC..,30,036461190,039723683,HC..,001,031,241,00180,A,000000
1999,2017-05-22 01:13:39.191469,030422000048,HC..,30,036461190,039723683,HC..,001,031,241,00190,A,000000
2000,2017-05-22 01:13:41.401807,030422000048,HC..,30,036461190,039723683,HC..,001,031,241,00190,A,000000
2001,2017-05-22 01:13:43.611809,030422000048,HC..,30,036461190,039723683,HC..,001,031,241,00190,A,000000
2002,2017-05-22 01:13:45.821911,030422000048,HC..,30,036461190,039723683,HC..,001,031,241,00190,A,000000
2003,2017-05-22 01:13:48.032189,030422000048,HC..,30,036461190,039723683,HC..,001,031,241,00180,A,000000
2004,2017-05-22 01:13:50.241981,030422000048,HC..,30,036461190,039723683,HC..,001,031,241,00180,A,000000
2005,2017-05-22 01:13:52.452324,030422000048,HC..,30,036461190,039723683,HC..,001,031,241,00180,A,000000
2006,2017-05-22 01:13:54.662062,030422000048,HC..,30,036461190,039723683,HC..,001,031,241,00190,A,000000
2007,2017-05-22 01:13:56.872464,030422000048,HC..,30,036461190,039723683,HC..,001,031,241,00200,A,000000
2008,2017-05-22 01:13:59.082270,030422000048,HC..,30,036461191,039723683,HC..,001,031,241,00180,A,000000
2009,2017-05-22 01:14:01.292947,030422000048,HC..,30,036461191,039723683,HC..,001,031,241,00180,A,000000
2010,2017-05-22 01:14:03.502957,030422000048,HC..,30,036461191,039723683,HC..,001,031,241,00180,A,000000
2011,2017-05-22 01:14:05.712925,030422000048,HC..,30,036461191,039723683,HC..,001,031,241,00190,A,000000
2012,2017-05-22 01:14:07.923391,030422000048,HC..,30,036461191,039723683,HC..,001,031,241,00190,A,000000
2013,2017-05-22 01:14:10.133400,030422000048,HC..,30,036461191,039723683,HC..,001,031,241,00190,A,000000
2014,2017-05-22 01:14:12.343371,030422000048,HC..,30,036461191,039723683,HC..,001,031,241,00180,A,000000
2015,2017-05-22 01:14:14.553240,030422000048,HC..,30,036461191,039723683,HC..,001,031,241,00180,A,000000
2016,2017-05-22 01:14:16.763733,030422000048,HC..,30,036461191,039723683,HC..,001,031,241,00180,A,000000
2017,2017-05-22 01:14:18.973910,030422000048,HC..,30,036461191,039723683,HC..,001,031,241,00180,A,000000
2018,2017-05-22 01:14:21.183813,030422000048,HC..,30,036461192,039723683,HC..,001,031,241,00190,A,000000
2019,2017-05-22 01:14:23.394041,030422000048,HC..,30,036461192,039723683,HC..,001,031,241,00190,A,000000
2020,2017-05-22 01:14:25.604093,030422000048,HC..,30,036461192,039723683,HC..,001,031,241,00190,A,000000
2021,2017-05-22 01:14:27.814658,030422000048,HC..,30,036461192,039723683,HC..,001,031,241,00190,A,000000
2022,2017-05-22 01:14:30.024521,030422000048,HC..,30,036461192,039723683,HC..,001,031,241,00180,A,000000
2023,2017-05-22 01:14:32.234898,030422000048,HC..,30,036461192,039723683,HC..,001,031,241,00180,A,000000
2024,2017-05-22 01:14:34.444929,030422000048,HC..,30,036461192,039723683,HC..,001,031,241,00180,A,000000
2025,2017-05-22 01:14:36.654712,030422000048,HC..,30,036461192,039723683,HC..,001,031,241,00180,A,000000
2026,2017-05-22 01:14:38.865407,030422000048,HC..,30,036461192,039723683,HC..,001,031,241,00180,A,000000
2027,2017-05-22 01:14:41.075287,030422000048,HC..,30,036461192,039723683,HC..,001,031,241,00190,A,000000
2028,2017-05-22 01:14:43.285723,030422000048,HC..,30,036461193,039723683,HC..,001,031,241,00180,A,000000
2029,2017-05-22 01:14:45.495357,030422000048,HC..,30,036461193,039723683,HC..,001,031,241,00190,A,000000
2030,2017-05-22 01:14:47.706032,030422000048,HC..,30,036461193,039723683,HC..,001,031,241,00190,A,000000
2031,2017-05-22 01:14:49.915769,030422000048,HC..,30,036461193,039723683,HC..,001,031,241,00180,A,000000
2032,2017-05-22 01:14:52.125780,030422000048,HC..,30,036461193,039723683,HC..,001,031,241,00190,A,000000
2033,2017-05-22 01:14:54.336112,030422000048,HC..,30,036461193,039723683,HC..,001,031,241,00190,A,000000
2034,2017-05-22 01:14:56.545837,030422000048,HC..,30,036461193,039723683,HC..,001,031,241,00210,A,000000
2035,2017-05-22 01:14:58.756168,030422000048,HC..,30,036461193,039723683,HC..,001,031,241,00190,A,000000
2036,2017-05-22 01:15:00.966027,030422000048,HC..,30,036461193,039723683,HC..,001,031,241,00180,A,000000
2037,2017-05-22 01:15:03.176711,030422000048,HC..,30,036461193,039723683,HC..,001,031,241,00180,A,000000
2038,2017-05-22 01:15:05.386810,030422000048,HC..,30,036461194,039723683,HC..,001,031,241,00180,A,000000
2039,2017-05-22 01:15:07.596604,030422000048,HC..,30,036461194,039723683,HC..,001,031,241,00190,A,000000
2040,2017-05-22 01:15:09.807098,030422000048,HC..,30,036461194,039723683,HC..,001,031,241,00180,A,000000
2041,2017-05-22 01:15:12.016993,030422000048,HC..,30,036461194,039723683,HC..,001,031,241,00180,A,000000
2042,2017-05-22 01:15:14.227115,030422000048,HC..,30,036461194,039723683,HC..,001,031,241,00180,A,000000
2043,2017-05-22 01:15:16.437311,030422000048,HC..,30,036461194,039723683,HC..,001,031,241,00180,A,000000
2044,2017-05-22 01:15:18.647536,030422000048,HC..,30,036461194,039723683,HC..,001,031,241,00180,A,000000
2045,2017-05-22 01:15:20.857616,030422000048,HC..,30,036461194,039723683,HC..,001,031,241,00180,A,000000
2046,2017-05-22 01:15:23.067511,030422000048,HC..,30,036461194,039723683,HC..,001,031,241,00190,A,000000
2047,2017-05-22 01:15:25.277844,030422000048,HC..,30,036461194,039723683,HC..,001,031,241,00190,A,000000
2048,2017-05-22 01:15:27.487841,030422000048,HC..,30,036461195,039723683,HC..,001,031,241,00190,A,000000
2049,2017-05-22 01:15:29.698625,030422000048,HC..,30,036461195,039723683,HC..,001,031,241,00180,A,000000
2050,2017-05-22 01:15:31.907926,030422000048,HC..,30,036461195,039723683,HC..,001,031,241,00180,A,000000
2051,2017-05-22 01:15:34.118893,030422000048,HC..,30,036461195,039723683,HC..,001,031,241,00180,A,000000
2052,2017-05-22 01:15:36.328654,030422000048,HC..,30,036461195,039723683,HC..,001,031,240,00190,A,000000
2053,2017-05-22 01:15:38.538848,030422000048,HC..,30,036461195,039723683,HC..,001,031,240,00190,A,000000
2054,2017-05-22 01:15:40.748969,030422000048,HC..,30,036461195,039723683,HC..,001,031,240,00190,A,000000
2055,2017-05-22 01:15:42.959041,030422000048,HC..,30,036461195,039723683,HC..,001,031,240,00180,A,000000
2056,2017-05-22 01:15:45.168991,030422000048,HC..,30,036461195,039723683,HC..,001,031,240,00180,A,000000
2057,2017-05-22 01:15:47.379349,030422000048,HC..,30,036461195,039723683,HC..,001,031,241,00180,A,000000
2058,2017-05-22 01:15:49.589380,030422000048,HC..,30,036461196,039723683,HC..,001,031,241,00190,A,000000
2059,2017-05-22 01:15:51.799644,030422000048,HC..,30,036461196,039723683,HC..,001,031,241,00190,A,000000
2060,2017-05-22 01:15:54.009483,030422000048,HC..,30,036461196,039723683,HC..,001,031,241,00190,A,000000
2061,2017-05-22 01:15:56.219688,030422000048,HC..,30,036461196,039723683,HC..,001,031,241,00180,A,000000
2062,2017-05-22 01:15:58.429797,030422000048,HC..,30,036461196,039723683,HC..,001,031,241,00190,A,000000
2063,2017-05-22 01:16:00.640313,030422000048,HC..,30,036461196,039723683,HC..,001,031,241,00190,A,000000
2064,2017-05-22 01:16:02.850159,030422000048,HC..,30,036461196,039723683,HC..,001,031,241,00180,A,000000
2065,2017-05-22 01:16:05.060484,030422000048,HC..,30,036461196,039723683,HC..,001,031,241,00200,A,000000
2066,2017-05-22 01:16:07.270473,030422000048,HC..,30,036461196,039723683,HC..,001,031,242,00190,A,000000
2067,2017-05-22 01:16:09.480431,030422000048,HC..,30,036461196,039723683,HC..,001,031,241,00190,A,000000
2068,2017-05-22 01:16:11.690853,030422000048,HC..,30,036461197,039723683,HC..,001,031,241,00190,A,000000
2069,2017-05-22 01:16:13.900518,030422000048,HC..,30,036461197,039723683,HC..,001,031,241,00190,A,000000
2070,2017-05-22 01:16:16.111203,030422000048,HC..,30,036461197,039723683,HC..,001,031,241,00180,A,000000
2071,2017-05-22 01:16:18.320727,030422000048,HC..,30,036461197,039723683,HC..,001,031,241,00180,A,000000
2072,2017-05-22 01:16:20.531439,030422000048,HC..,30,036461197,039723683,HC..,001,031,240,00180,A,000000
2073,2017-05-22 01:16:22.741582,030422000048,HC..,30,036461197,039723683,HC..,001,031,241,00180,A,000000
2074,2017-05-22 01:16:24.951350,030422000048,HC..,30,036461197,039723683,HC..,001,031,241,00180,A,000000
2075,2017-05-22 01:16:27.161720,030422000048,HC..,30,036461197,039723683,HC..,001,031,241,00190,A,000000
2076,2017-05-22 01:16:29.371581,030422000048,HC..,30,036461197,039723683,HC..,001,031,241,00190,A,000000
2077,2017-05-22 01:16:31.581766,030422000048,HC..,30,036461197,039723683,HC..,001,031,241,00180,A,000000
2078,2017-05-22 01:16:33.792233,030422000048,HC..,30,036461198,039723683,HC..,001,031,241,00180,A,000000
2079,2017-05-22 01:16:36.002391,030422000048,HC..,30,036461198,039723683,HC..,001,031,241,00180,A,000000
2080,2017-05-22 01:16:38.212512,030422000048,HC..,30,036461198,039723683,HC..,001,031,241,00180,A,000000
2081,2017-05-22 01:16:40.422187,030422000048,HC..,30,036461198,039723683,HC..,001,031,241,00180,A,000000
2082,2017-05-22 01:16:42.632757,030422000048,HC..,30,036461198,039723683,HC..,001,031,241,00190,A,000000
2083,2017-05-22 01:16:44.842556,030422000048,HC..,30,036461198,039723683,HC..,001,031,241,00190,A,000000
2084,2017-05-22 01:16:47.052933,030422000048,HC..,30,036461198,039723683,HC..,001,031,241,00190,A,000000
2085,2017-05-22 01:16:49.262826,030422000048,HC..,30,036461198,039723683,HC..,001,031,241,00190,A,000000
2086,2017-05-22 01:16:51.473129,030422000048,HC..,30,036461198,039723683,HC..,001,031,241,00180,A,000000
2087,2017-05-22 01:16:53.683294,030422000048,HC..,30,036461198,039723683,HC..,001,031,241,00190,A,000000
2088,2017-05-22 01:16:55.893115,030422000048,HC..,30,036461199,039723683,HC..,001,031,241,00180,A,000000
2089,2017-05-22 01:16:58.103459,030422000048,HC..,30,036461199,039723683,HC..,001,031,240,00180,A,000000
2090,2017-05-22 01:17:00.313323,030422000048,HC..,30,036461199,039723683,HC..,001,031,240,00180,A,000000
2091,2017-05-22 01:17:02.523728,030422000048,HC..,30,036461199,039723683,HC..,001,031,240,00190,A,000000
2092,2017-05-22 01:17:04.733919,030422000048,HC..,30,036461199,039723683,HC..,001,031,240,00190,A,000000
2093,2017-05-22 01:17:06.944279,030422000048,HC..,30,036461199,039723683,HC..,001,031,240,00180,A,000000
2094,2017-05-22 01:17:09.154324,030422000048,HC..,30,036461199,039723683,HC..,001,031,240,00190,A,000000
2095,2017-05-22 01:17:11.364049,030422000048,HC..,30,036461199,039723683,HC..,001,031,240,00190,A,000000
2096,2017-05-22 01:17:13.574781,030422000048,HC..,30,036461199,039723683,HC..,001,031,240,00190,A,000000
2097,2017-05-22 01:17:15.784256,030422000048,HC..,30,036461199,039723683,HC..,001,031,241,00190,A,000000
2098,2017-05-22 01:17:17.995091,030422000048,HC..,30,036461200,039723683,HC..,001,031,241,00190,A,000000
2099,2017-05-22 01:17:20.204774,030422000048,HC..,30,036461200,039723683,HC..,001,031,241,00180,A,000000
2100,2017-05-22 01:17:22.415307,030422000048,HC..,30,036461200,039723683,HC..,001,031,241,00180,A,000000
2101,2017-05-22 01:17:24.625149,030422000048,HC..,30,036461200,039723683,HC..,001,031,240,00180,A,000000
2102,2017-05-22 01:17:26.834987,030422000048,HC..,30,036461200,039723683,HC..,001,031,241,00190,A,000000
2103,2017-05-22 01:17:29.045472,030422000048,HC..,30,036461200,039723683,HC..,001,031,241,00190,A,000000
2104,2017-05-22 01:17:31.255344,030422000048,HC..,30,036461200,039723683,HC..,001,031,240,00190,A,000000
2105,2017-05-22 01:17:33.465931,030422000048,HC..,30,036461200,039723683,HC..,001,031,240,00180,A,000000
2106,2017-05-22 01:17:35.675421,030422000048,HC..,30,036461200,039723683,HC..,001,031,241,00180,A,000000
2107,2017-05-22 01:17:37.886088,030422000048,HC..,30,036461200,039723683,HC..,001,031,240,00190,A,000000
2108,2017-05-22 01:17:40.096075,030422000048,HC..,30,036461201,039723683,HC..,001,031,240,00180,A,000000
2109,2017-05-22 01:17:42.305938,030422000048,HC..,30,036461201,039723683,HC..,001,031,240,00190,A,000000
2110,2017-05-22 01:17:44.516322,030422000048,HC..,30,036461201,039723683,HC..,001,031,240,00180,A,000000
2111,2017-05-22 01:17:46.726515,030422000048,HC..,30,036461201,039723683,HC..,001,031,240,00180,A,000000
2112,2017-05-22 01:17:48.936507,030422000048,HC..,30,036461201,039723683,HC..,001,031,240,00170,A,000000
2113,2017-05-22 01:17:51.146703,030422000048,HC..,30,036461201,039723683,HC..,001,031,241,00190,A,000000
2114,2017-05-22 01:17:53.356908,030422000048,HC..,30,036461201,039723683,HC..,001,031,241,00190,A,000000
2115,2017-05-22 01:17:55.567111,030422000048,HC..,30,036461201,039723683,HC..,001,031,240,00190,A,000000
2116,2017-05-22 01:17:57.776919,030422000048,HC..,30,036461201,039723683,HC..,001,031,240,00190,A,000000
2117,2017-05-22 01:17:59.987337,030422000048,HC..,30,036461201,039723683,HC..,001,031,241,00180,A,000000
2118,2017-05-22 01:18:02.197062,030422000048,HC..,30,036461202,039723683,HC..,001,031,240,00190,A,000000
2119,2017-05-22 01:18:04.407451,030422000048,HC..,30,036461202,039723683,HC..,001,031,240,00180,A,000000
2120,2017-05-22 01:18:06.617267,030422000048,HC..,30,036461202,039723683,HC..,001,031,240,00180,A,000000
2121,2017-05-22 01:18:08.827939,030422000048,HC..,30,036461202,039723683,HC..,001,031,240,00180,A,000000
2122,2017-05-22 01:18:11.037944,030422000048,HC..,30,036461202,039723683,HC..,001,031,240,00180,A,000000
2123,2017-05-22 01:18:13.247989,030422000048,HC..,30,036461202,039723683,HC..,001,031,240,00180,A,000000
2124,2017-05-22 01:18:15.458366,030422000048,HC..,30,036461202,039723683,HC..,001,031,240,00180,A,000000
2125,2017-05-22 01:18:17.668218,030422000048,HC..,30,036461202,039723683,HC..,001,031,240,00180,A,000000
2126,2017-05-22 01:18:19.878380,030422000048,HC..,30,036461202,039723683,HC..,001,031,240,00180,A,000000
2127,2017-05-22 01:18:22.088204,030422000048,HC..,30,036461202,039723683,HC..,001,031,240,00190,A,000000
2128,2017-05-22 01:18:24.299039,030422000048,HC..,30,036461203,039723683,HC..,001,031,240,00190,A,000000
2129,2017-05-22 01:18:26.508888,030422000048,HC..,30,036461203,039723683,HC..,001,031,240,00180,A,000000
2130,2017-05-22 01:18:28.718802,030422000048,HC..,30,036461203,039723683,HC..,001,031,240,00190,A,000000
2131,2017-05-22 01:18:30.929100,030422000048,HC..,30,036461203,039723683,HC..,001,031,240,00190,A,000000
2132,2017-05-22 01:18:33.138956,030422000048,HC..,30,036461203,039723683,HC..,001,031,240,00190,A,000000
2133,2017-05-22 01:18:35.349707,030422000048,HC..,30,036461203,039723683,HC..,001,031,240,00180,A,000000
2134,2017-05-22 01:18:37.559211,030422000048,HC..,30,036461203,039723683,HC..,001,031,240,00190,A,000000
2135,2017-05-22 01:18:39.770091,030422000048,HC..,30,036461203,039723683,HC..,001,031,240,00190,A,000000
2136,2017-05-22 01:18:41.979834,030422000048,HC..,30,036461203,039723683,HC..,001,031,240,00170,A,000000
2137,2017-05-22 01:18:44.189838,030422000048,HC..,30,036461203,039723683,HC..,001,031,240,00180,A,000000
2138,2017-05-22 01:18:46.400385,030422000048,HC..,30,036461203,039723683,HC..,001,031,241,00190,A,000000
2139,2017-05-22 01:18:48.610120,030422000048,HC..,30,036461204,039723683,HC..,001,031,240,00180,A,000000
2140,2017-05-22 01:18:50.820584,030422000048,HC..,30,036461204,039723683,HC..,001,031,241,00190,A,000000
2141,2017-05-22 01:18:53.030568,030422000048,HC..,30,036461204,039723683,HC..,001,031,240,00190,A,000000
2142,2017-05-22 01:18:55.241022,030422000048,HC..,30,036461204,039723683,HC..,001,031,240,00190,A,000000
2143,2017-05-22 01:18:57.450905,030422000048,HC..,30,036461204,039723683,HC..,001,031,240,00180,A,000000
2144,2017-05-22 01:18:59.660740,030422000048,HC..,30,036461204,039723683,HC..,001,031,240,00190,A,000000
2145,2017-05-22 01:19:01.870950,030422000048,HC..,30,036461204,039723683,HC..,001,031,240,00190,A,000000
2146,2017-05-22 01:19:04.080805,030422000048,HC..,30,036461204,039723683,HC..,001,031,241,00180,A,000000
2147,2017-05-22 01:19:06.291157,030422000048,HC..,30,036461204,039723683,HC..,001,031,240,00180,A,000000
2148,2017-05-22 01:19:08.501432,030422000048,HC..,30,036461204,039723683,HC..,001,031,240,00190,A,000000
2149,2017-05-22 01:19:10.711750,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00190,A,000000
2150,2017-05-22 01:19:12.921850,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00190,A,000000
2151,2017-05-22 01:19:15.131599,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00130,A,000000
2152,2017-05-22 01:19:17.342095,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00140,A,000000
2153,2017-05-22 01:19:19.552164,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00130,A,000000
2154,2017-05-22 01:19:21.762090,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00130,A,000000
2155,2017-05-22 01:19:23.971995,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00130,A,000000
2156,2017-05-22 01:19:26.182560,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00140,A,000000
2157,2017-05-22 01:19:28.392665,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00140,A,000000
2158,2017-05-22 01:19:30.602556,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00140,A,000000
2159,2017-05-22 01:19:32.812817,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00160,A,000000
2160,2017-05-22 01:19:35.022716,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00130,A,000000
2161,2017-05-22 01:19:37.233096,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00140,A,000000
2162,2017-05-22 01:19:39.443291,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00140,A,000000
2163,2017-05-22 01:19:41.653594,030422000048,HC..,30,036461205,039723683,HC..,001,031,241,00140,A,000000
2164,2017-05-22 01:19:43.863737,030422000048,HC..,30,036461205,039723683,HC..,001,031,242,00150,A,000000
2165,2017-05-22 01:19:46.073665,030422000048,HC..,30,036461206,039723683,HC..,001,031,242,00130,A,000000
2166,2017-05-22 01:19:48.284016,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00130,A,000000
2167,2017-05-22 01:19:50.493873,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00140,A,000000
2168,2017-05-22 01:19:52.704035,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00140,A,000000
2169,2017-05-22 01:19:54.913871,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00130,A,000000
2170,2017-05-22 01:19:57.124400,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00130,A,000000
2171,2017-05-22 01:19:59.334530,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00130,A,000000
2172,2017-05-22 01:20:01.544382,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00130,A,000000
2173,2017-05-22 01:20:03.754949,030422000048,HC..,30,036461206,039723683,HC..,001,031,242,00130,A,000000
2174,2017-05-22 01:20:05.964687,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00130,A,000000
2175,2017-05-22 01:20:08.175536,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00150,A,000000
2176,2017-05-22 01:20:10.385174,030422000048,HC..,30,036461206,039723683,HC..,001,031,242,00150,A,000000
2177,2017-05-22 01:20:12.595519,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00130,A,000000
2178,2017-05-22 01:20:14.805462,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00140,A,000000
2179,2017-05-22 01:20:17.015304,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00140,A,000000
2180,2017-05-22 01:20:19.225878,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00130,A,000000
2181,2017-05-22 01:20:21.435733,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00140,A,000000
2182,2017-05-22 01:20:23.645888,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00130,A,000000
2183,2017-05-22 01:20:25.856094,030422000048,HC..,30,036461206,039723683,HC..,001,031,241,00140,A,000000
2184,2017-05-22 01:20:28.066406,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00130,A,000000
2185,2017-05-22 01:20:30.276505,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00140,A,000000
2186,2017-05-22 01:20:32.486410,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00130,A,000000
2187,2017-05-22 01:20:34.696655,030422000048,HC..,30,036461207,039723683,HC..,001,031,239,00120,A,000000
2188,2017-05-22 01:20:36.911601,030422000048,HC..,30,036461207,039723683,HC..,001,031,240,00130,A,000000
2189,2017-05-22 01:20:39.117204,030422000048,HC..,30,036461207,039723683,HC..,001,031,242,00140,A,000000
2190,2017-05-22 01:20:41.327227,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00180,A,000000
2191,2017-05-22 01:20:43.537401,030422000048,HC..,30,036461207,039723683,HC..,001,031,241,00140,A,000000
