ord,date,ADCO,OPTARIF,ISOUSC,HCHC,HCHP,PTEC,IINST,IMAX,TENSION,PAPP,HHPHC,MOTDETAT
6237,2017-05-22 03:49:45.733185,030422000048,HC..,30,036461503,039723683,HC..,001,031,239,00180,A,000000
6238,2017-05-22 03:49:47.943186,030422000048,HC..,30,036461503,039723683,HC..,001,031,239,00170,A,000000
6239,2017-05-22 03:49:50.153393,030422000048,HC..,30,036461503,039723683,HC..,001,031,239,00170,A,000000
6240,2017-05-22 03:49:52.363538,030422000048,HC..,30,036461503,039723683,HC..,001,031,239,00170,A,000000
6241,2017-05-22 03:49:54.573233,030422000048,HC..,30,036461503,039723683,HC..,001,031,239,00170,A,000000
6242,2017-05-22 03:49:56.783541,030422000048,HC..,30,036461503,039723683,HC..,001,031,239,00180,A,000000
6243,2017-05-22 03:49:58.993815,030422000048,HC..,30,036461503,039723683,HC..,001,031,239,00170,A,000000
6244,2017-05-22 03:50:01.204071,030422000048,HC..,30,036461503,039723683,HC..,001,031,239,00180,A,000000
6245,2017-05-22 03:50:03.414105,030422000048,HC..,30,036461503,039723683,HC..,001,031,239,00180,A,000000
6246,2017-05-22 03:50:05.623955,030422000048,HC..,30,036461503,039723683,HC..,001,031,239,00170,A,000000
6247,2017-05-22 03:50:07.834419,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00170,A,000000
6248,2017-05-22 03:50:10.044305,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00170,A,000000
6249,2017-05-22 03:50:12.254454,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00190,A,000000
6250,2017-05-22 03:50:14.464351,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00170,A,000000
6251,2017-05-22 03:50:16.675049,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00180,A,000000
6252,2017-05-22 03:50:18.885132,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00170,A,000000
6253,2017-05-22 03:50:21.095020,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00170,A,000000
6254,2017-05-22 03:50:23.305434,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00170,A,000000
6255,2017-05-22 03:50:25.515305,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00170,A,000000
6256,2017-05-22 03:50:27.725450,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00170,A,000000
6257,2017-05-22 03:50:29.935289,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00170,A,000000
6258,2017-05-22 03:50:32.145790,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00180,A,000000
6259,2017-05-22 03:50:34.356049,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00180,A,000000
6260,2017-05-22 03:50:36.565888,030422000048,HC..,30,036461504,039723683,HC..,001,031,239,00180,A,000000
6261,2017-05-22 03:50:38.776092,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00170,A,000000
6262,2017-05-22 03:50:40.986009,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00170,A,000000
6263,2017-05-22 03:50:43.196716,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00180,A,000000
6264,2017-05-22 03:50:45.406590,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00170,A,000000
6265,2017-05-22 03:50:47.616875,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00180,A,000000
6266,2017-05-22 03:50:49.826980,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00170,A,000000
6267,2017-05-22 03:50:52.036868,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00170,A,000000
6268,2017-05-22 03:50:54.247295,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00170,A,000000
6269,2017-05-22 03:50:56.457125,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00170,A,000000
6270,2017-05-22 03:50:58.667299,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00180,A,000000
6271,2017-05-22 03:51:00.877342,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00180,A,000000
6272,2017-05-22 03:51:03.087689,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00180,A,000000
6273,2017-05-22 03:51:05.297964,030422000048,HC..,30,036461505,039723683,HC..,001,031,239,00180,A,000000
6274,2017-05-22 03:51:07.507798,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00180,A,000000
6275,2017-05-22 03:51:09.718018,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00170,A,000000
6276,2017-05-22 03:51:11.927851,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00170,A,000000
6277,2017-05-22 03:51:14.138213,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00170,A,000000
6278,2017-05-22 03:51:16.353350,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00180,A,000000
6279,2017-05-22 03:51:18.558708,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00180,A,000000
6280,2017-05-22 03:51:20.768813,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00170,A,000000
6281,2017-05-22 03:51:22.978727,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00170,A,000000
6282,2017-05-22 03:51:25.189157,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00170,A,000000
6283,2017-05-22 03:51:27.399173,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00170,A,000000
6284,2017-05-22 03:51:29.609324,030422000048,HC..,30,036461506,039723683,HC..,001,031,239,00180,A,000000
6285,2017-05-22 03:51:31.819174,030422000048,HC..,30,036461506,039723683,HC..,001,031,238,00180,A,000000
6286,2017-05-22 03:51:34.029552,030422000048,HC..,30,036461506,039723683,HC..,001,031,237,00170,A,000000
6287,2017-05-22 03:51:36.239745,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00170,A,000000
6288,2017-05-22 03:51:38.449628,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00170,A,000000
6289,2017-05-22 03:51:40.659834,030422000048,HC..,30,036461507,039723683,HC..,001,031,240,00180,A,000000
6290,2017-05-22 03:51:42.869698,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00190,A,000000
6291,2017-05-22 03:51:45.080039,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00180,A,000000
6292,2017-05-22 03:51:47.289880,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00180,A,000000
6293,2017-05-22 03:51:49.500665,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00180,A,000000
6294,2017-05-22 03:51:51.710675,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00170,A,000000
6295,2017-05-22 03:51:53.920464,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00170,A,000000
6296,2017-05-22 03:51:56.130963,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00170,A,000000
6297,2017-05-22 03:51:58.340859,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00170,A,000000
6298,2017-05-22 03:52:00.550988,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00170,A,000000
6299,2017-05-22 03:52:02.760855,030422000048,HC..,30,036461507,039723683,HC..,001,031,239,00170,A,000000
6300,2017-05-22 03:52:04.971408,030422000048,HC..,30,036461508,039723683,HC..,001,031,239,00170,A,000000
6301,2017-05-22 03:52:07.181654,030422000048,HC..,30,036461508,039723683,HC..,001,031,238,00170,A,000000
6302,2017-05-22 03:52:09.391388,030422000048,HC..,30,036461508,039723683,HC..,001,031,239,00170,A,000000
6303,2017-05-22 03:52:11.601833,030422000048,HC..,30,036461508,039723683,HC..,001,031,239,00180,A,000000
6304,2017-05-22 03:52:13.811683,030422000048,HC..,30,036461508,039723683,HC..,001,031,240,00190,A,000000
6305,2017-05-22 03:52:16.022250,030422000048,HC..,30,036461508,039723683,HC..,001,031,240,00180,A,000000
6306,2017-05-22 03:52:18.231788,030422000048,HC..,30,036461508,039723683,HC..,001,031,240,00180,A,000000
6307,2017-05-22 03:52:20.442484,030422000048,HC..,30,036461508,039723683,HC..,001,031,240,00180,A,000000
6308,2017-05-22 03:52:22.652552,030422000048,HC..,30,036461508,039723683,HC..,001,031,240,00180,A,000000
6309,2017-05-22 03:52:24.862325,030422000048,HC..,30,036461508,039723683,HC..,001,031,240,00170,A,000000
6310,2017-05-22 03:52:27.073025,030422000048,HC..,30,036461508,039723683,HC..,001,031,240,00170,A,000000
6311,2017-05-22 03:52:29.282859,030422000048,HC..,30,036461508,039723683,HC..,001,031,240,00170,A,000000
6312,2017-05-22 03:52:31.493279,030422000048,HC..,30,036461508,039723683,HC..,001,031,239,00180,A,000000
6313,2017-05-22 03:52:33.703348,030422000048,HC..,30,036461509,039723683,HC..,001,031,237,00170,A,000000
6314,2017-05-22 03:52:35.913239,030422000048,HC..,30,036461509,039723683,HC..,001,031,240,00170,A,000000
6315,2017-05-22 03:52:38.123497,030422000048,HC..,30,036461509,039723683,HC..,001,031,239,00170,A,000000
6316,2017-05-22 03:52:40.333217,030422000048,HC..,30,036461509,039723683,HC..,001,031,239,00180,A,000000
6317,2017-05-22 03:52:42.543553,030422000048,HC..,30,036461509,039723683,HC..,001,031,239,00170,A,000000
6318,2017-05-22 03:52:44.753429,030422000048,HC..,30,036461509,039723683,HC..,001,031,239,00180,A,000000
6319,2017-05-22 03:52:46.964097,030422000048,HC..,30,036461509,039723683,HC..,001,031,240,00180,A,000000
6320,2017-05-22 03:52:49.173639,030422000048,HC..,30,036461509,039723683,HC..,001,031,240,00170,A,000000
6321,2017-05-22 03:52:51.384319,030422000048,HC..,30,036461509,039723683,HC..,001,031,239,00170,A,000000
6322,2017-05-22 03:52:53.594303,030422000048,HC..,30,036461509,039723683,HC..,001,031,239,00170,A,000000
6323,2017-05-22 03:52:55.804301,030422000048,HC..,30,036461509,039723683,HC..,001,031,239,00180,A,000000
6324,2017-05-22 03:52:58.014861,030422000048,HC..,30,036461509,039723683,HC..,001,031,239,00180,A,000000
6325,2017-05-22 03:53:00.224714,030422000048,HC..,30,036461509,039723683,HC..,001,031,239,00180,A,000000
6326,2017-05-22 03:53:02.435025,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00170,A,000000
6327,2017-05-22 03:53:04.644857,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00170,A,000000
6328,2017-05-22 03:53:06.855392,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00170,A,000000
6329,2017-05-22 03:53:09.065221,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00170,A,000000
6330,2017-05-22 03:53:11.275060,030422000048,HC..,30,036461510,039723683,HC..,001,031,240,00170,A,000000
6331,2017-05-22 03:53:13.485535,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00180,A,000000
6332,2017-05-22 03:53:15.695387,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00190,A,000000
6333,2017-05-22 03:53:17.905990,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00180,A,000000
6334,2017-05-22 03:53:20.115851,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00180,A,000000
6335,2017-05-22 03:53:22.326201,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00180,A,000000
6336,2017-05-22 03:53:24.536272,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00170,A,000000
6337,2017-05-22 03:53:26.746134,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00180,A,000000
6338,2017-05-22 03:53:28.956702,030422000048,HC..,30,036461510,039723683,HC..,001,031,239,00180,A,000000
6339,2017-05-22 03:53:31.166505,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00180,A,000000
6340,2017-05-22 03:53:33.376969,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00190,A,000000
6341,2017-05-22 03:53:35.586843,030422000048,HC..,30,036461511,039723683,HC..,001,031,240,00170,A,000000
6342,2017-05-22 03:53:37.796963,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00170,A,000000
6343,2017-05-22 03:53:40.007197,030422000048,HC..,30,036461511,039723683,HC..,001,031,240,00170,A,000000
6344,2017-05-22 03:53:42.217047,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00180,A,000000
6345,2017-05-22 03:53:44.427401,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00180,A,000000
6346,2017-05-22 03:53:46.637183,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00170,A,000000
6347,2017-05-22 03:53:48.847815,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00170,A,000000
6348,2017-05-22 03:53:51.057280,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00180,A,000000
6349,2017-05-22 03:53:53.267952,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00170,A,000000
6350,2017-05-22 03:53:55.478057,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00170,A,000000
6351,2017-05-22 03:53:57.687942,030422000048,HC..,30,036461511,039723683,HC..,001,031,239,00180,A,000000
